Platform ID,Courses,Platform Name,Hyperlink Path
3534682564,Cassin-Weber,Transcof,http:///elit/proin/interdum/mauris/non/ligula/pellentesque.aspx?integer=integer&non=pede&velit=justo&donec=lacinia&diam=eget&neque=tincidunt&vestibulum=eget&eget=tempus&vulputate=vel&ut=pede&ultrices=morbi&vel=porttitor&augue=lorem&vestibulum=id&ante=ligula&ipsum=suspendisse&primis=ornare&in=consequat&faucibus=lectus&orci=in&luctus=est&et=risus&ultrices=auctor&posuere=sed&cubilia=tristique&curae=in&donec=tempus&pharetra=sit&magna=amet&vestibulum=sem&aliquet=fusce&ultrices=consequat&erat=nulla&tortor=nisl&sollicitudin=nunc&mi=nisl&sit=duis&amet=bibendum&lobortis=felis&sapien=sed&sapien=interdum&non=venenatis&mi=turpis&integer=enim&ac=blandit&neque=mi&duis=in&bibendum=porttitor&morbi=pede&non=justo&quam=eu&nec=massa&dui=donec&luctus=dapibus&rutrum=duis&nulla=at&tellus=velit&in=eu&sagittis=est&dui=congue&vel=elementum&nisl=in&duis=hac&ac=habitasse&nibh=platea&fusce=dictumst&lacus=morbi&purus=vestibulum&aliquet=velit&at=id&feugiat=pretium&non=iaculis&pretium=diam&quis=erat&lectus=fermentum&suspendisse=justo&potenti=nec&in=condimentum&eleifend=neque&quam=sapien&a=placerat&odio=ante&in=nulla&hac=justo&habitasse=aliquam
5892400824,Thiel-Tremblay,Zoolab,http:///velit.json?viverra=quam&diam=nec&vitae=dui&quam=luctus&suspendisse=rutrum&potenti=nulla&nullam=tellus&porttitor=in&lacus=sagittis&at=dui&turpis=vel&donec=nisl&posuere=duis&metus=ac&vitae=nibh&ipsum=fusce&aliquam=lacus&non=purus
7555494795,Vandervort-Sauer,Solarbreeze,https:///mattis/odio.jsp?adipiscing=in&lorem=felis&vitae=eu&mattis=sapien&nibh=cursus
3253265315,"Bins, Schaefer and Crona",Sub-Ex,http:///aenean.js?congue=purus&elementum=phasellus&in=in&hac=felis&habitasse=donec&platea=semper&dictumst=sapien&morbi=a&vestibulum=libero&velit=nam&id=dui&pretium=proin&iaculis=leo&diam=odio&erat=porttitor&fermentum=id&justo=consequat&nec=in&condimentum=consequat&neque=ut&sapien=nulla&placerat=sed&ante=accumsan&nulla=felis&justo=ut&aliquam=at&quis=dolor&turpis=quis&eget=odio&elit=consequat&sodales=varius&scelerisque=integer&mauris=ac&sit=leo&amet=pellentesque&eros=ultrices&suspendisse=mattis&accumsan=odio&tortor=donec&quis=vitae&turpis=nisi&sed=nam&ante=ultrices&vivamus=libero&tortor=non&duis=mattis&mattis=pulvinar&egestas=nulla&metus=pede&aenean=ullamcorper&fermentum=augue&donec=a&ut=suscipit&mauris=nulla&eget=elit&massa=ac&tempor=nulla&convallis=sed&nulla=vel&neque=enim&libero=sit&convallis=amet&eget=nunc&eleifend=viverra&luctus=dapibus&ultricies=nulla&eu=suscipit&nibh=ligula&quisque=in&id=lacus&justo=curabitur&sit=at&amet=ipsum&sapien=ac&dignissim=tellus&vestibulum=semper&vestibulum=interdum&ante=mauris&ipsum=ullamcorper
2341941885,Toy Group,Zaam-Dox,https:///tincidunt/lacus/at/velit/vivamus.html?eros=et&vestibulum=magnis&ac=dis&est=parturient&lacinia=montes&nisi=nascetur&venenatis=ridiculus&tristique=mus&fusce=vivamus&congue=vestibulum&diam=sagittis&id=sapien&ornare=cum&imperdiet=sociis&sapien=natoque&urna=penatibus&pretium=et&nisl=magnis&ut=dis&volutpat=parturient&sapien=montes&arcu=nascetur&sed=ridiculus&augue=mus&aliquam=etiam&erat=vel&volutpat=augue&in=vestibulum&congue=rutrum&etiam=rutrum&justo=neque&etiam=aenean&pretium=auctor&iaculis=gravida&justo=sem&in=praesent&hac=id&habitasse=massa&platea=id&dictumst=nisl&etiam=venenatis&faucibus=lacinia&cursus=aenean&urna=sit&ut=amet&tellus=justo&nulla=morbi&ut=ut&erat=odio&id=cras&mauris=mi&vulputate=pede&elementum=malesuada&nullam=in&varius=imperdiet&nulla=et&facilisi=commodo
2293047431,Mertz-Roob,Transcof,http:///vitae/ipsum/aliquam/non.xml?eu=nulla&massa=integer&donec=pede&dapibus=justo&duis=lacinia&at=eget&velit=tincidunt&eu=eget&est=tempus&congue=vel&elementum=pede&in=morbi&hac=porttitor&habitasse=lorem&platea=id&dictumst=ligula&morbi=suspendisse&vestibulum=ornare&velit=consequat&id=lectus&pretium=in&iaculis=est&diam=risus&erat=auctor&fermentum=sed&justo=tristique&nec=in&condimentum=tempus&neque=sit&sapien=amet&placerat=sem&ante=fusce&nulla=consequat&justo=nulla&aliquam=nisl&quis=nunc&turpis=nisl&eget=duis&elit=bibendum&sodales=felis&scelerisque=sed&mauris=interdum&sit=venenatis&amet=turpis&eros=enim&suspendisse=blandit&accumsan=mi&tortor=in&quis=porttitor&turpis=pede&sed=justo&ante=eu&vivamus=massa&tortor=donec&duis=dapibus&mattis=duis&egestas=at&metus=velit&aenean=eu&fermentum=est&donec=congue&ut=elementum&mauris=in&eget=hac&massa=habitasse&tempor=platea&convallis=dictumst&nulla=morbi&neque=vestibulum&libero=velit&convallis=id&eget=pretium&eleifend=iaculis&luctus=diam&ultricies=erat&eu=fermentum&nibh=justo&quisque=nec&id=condimentum&justo=neque&sit=sapien&amet=placerat&sapien=ante&dignissim=nulla&vestibulum=justo&vestibulum=aliquam&ante=quis&ipsum=turpis&primis=eget&in=elit&faucibus=sodales&orci=scelerisque&luctus=mauris&et=sit&ultrices=amet&posuere=eros&cubilia=suspendisse
7239622975,Harvey and Sons,Y-find,https:///ligula/nec/sem/duis/aliquam/convallis.js?praesent=ipsum&lectus=primis&vestibulum=in&quam=faucibus&sapien=orci&varius=luctus&ut=et&blandit=ultrices&non=posuere&interdum=cubilia&in=curae&ante=donec&vestibulum=pharetra&ante=magna&ipsum=vestibulum&primis=aliquet&in=ultrices&faucibus=erat&orci=tortor&luctus=sollicitudin&et=mi&ultrices=sit&posuere=amet&cubilia=lobortis&curae=sapien&duis=sapien&faucibus=non&accumsan=mi&odio=integer&curabitur=ac&convallis=neque&duis=duis&consequat=bibendum&dui=morbi&nec=non&nisi=quam&volutpat=nec&eleifend=dui&donec=luctus&ut=rutrum&dolor=nulla&morbi=tellus&vel=in&lectus=sagittis&in=dui&quam=vel&fringilla=nisl&rhoncus=duis&mauris=ac&enim=nibh&leo=fusce&rhoncus=lacus&sed=purus&vestibulum=aliquet&sit=at&amet=feugiat&cursus=non&id=pretium&turpis=quis&integer=lectus&aliquet=suspendisse&massa=potenti&id=in&lobortis=eleifend&convallis=quam&tortor=a&risus=odio&dapibus=in&augue=hac&vel=habitasse&accumsan=platea&tellus=dictumst&nisi=maecenas&eu=ut&orci=massa&mauris=quis&lacinia=augue&sapien=luctus&quis=tincidunt&libero=nulla&nullam=mollis&sit=molestie&amet=lorem&turpis=quisque&elementum=ut&ligula=erat&vehicula=curabitur&consequat=gravida
569931916,Little Group,Aerified,http:///aenean/sit/amet/justo/morbi.xml?commodo=pulvinar&vulputate=sed&justo=nisl&in=nunc&blandit=rhoncus&ultrices=dui&enim=vel&lorem=sem&ipsum=sed&dolor=sagittis&sit=nam&amet=congue&consectetuer=risus&adipiscing=semper&elit=porta&proin=volutpat&interdum=quam&mauris=pede&non=lobortis&ligula=ligula&pellentesque=sit&ultrices=amet&phasellus=eleifend&id=pede&sapien=libero&in=quis&sapien=orci&iaculis=nullam&congue=molestie&vivamus=nibh&metus=in&arcu=lectus&adipiscing=pellentesque&molestie=at&hendrerit=nulla&at=suspendisse&vulputate=potenti&vitae=cras&nisl=in&aenean=purus&lectus=eu&pellentesque=magna&eget=vulputate&nunc=luctus&donec=cum&quis=sociis&orci=natoque
8401930340,Heller-Price,Span,http:///eu.png?pretium=nunc&quis=commodo&lectus=placerat&suspendisse=praesent&potenti=blandit&in=nam&eleifend=nulla&quam=integer&a=pede&odio=justo&in=lacinia&hac=eget&habitasse=tincidunt&platea=eget&dictumst=tempus&maecenas=vel&ut=pede&massa=morbi&quis=porttitor&augue=lorem&luctus=id&tincidunt=ligula&nulla=suspendisse&mollis=ornare&molestie=consequat&lorem=lectus&quisque=in&ut=est&erat=risus&curabitur=auctor&gravida=sed&nisi=tristique&at=in&nibh=tempus&in=sit&hac=amet&habitasse=sem&platea=fusce&dictumst=consequat&aliquam=nulla&augue=nisl&quam=nunc&sollicitudin=nisl&vitae=duis&consectetuer=bibendum&eget=felis&rutrum=sed&at=interdum&lorem=venenatis&integer=turpis&tincidunt=enim&ante=blandit&vel=mi&ipsum=in&praesent=porttitor&blandit=pede&lacinia=justo&erat=eu&vestibulum=massa&sed=donec&magna=dapibus&at=duis&nunc=at&commodo=velit&placerat=eu&praesent=est&blandit=congue&nam=elementum&nulla=in&integer=hac&pede=habitasse&justo=platea&lacinia=dictumst&eget=morbi&tincidunt=vestibulum&eget=velit&tempus=id
1562048414,"Feeney, Bergstrom and Runolfsdottir",Treeflex,https:///luctus/et/ultrices/posuere/cubilia/curae.json?odio=tempus&odio=vel&elementum=pede&eu=morbi&interdum=porttitor&eu=lorem&tincidunt=id&in=ligula&leo=suspendisse&maecenas=ornare&pulvinar=consequat&lobortis=lectus&est=in&phasellus=est&sit=risus
1646712137,Green-McDermott,Domainer,http:///tortor/risus/dapibus/augue/vel.jpg?sit=quam&amet=a&sapien=odio&dignissim=in&vestibulum=hac&vestibulum=habitasse&ante=platea&ipsum=dictumst&primis=maecenas&in=ut&faucibus=massa&orci=quis&luctus=augue&et=luctus&ultrices=tincidunt&posuere=nulla&cubilia=mollis&curae=molestie&nulla=lorem&dapibus=quisque&dolor=ut&vel=erat&est=curabitur&donec=gravida&odio=nisi&justo=at&sollicitudin=nibh&ut=in&suscipit=hac&a=habitasse&feugiat=platea&et=dictumst&eros=aliquam&vestibulum=augue&ac=quam&est=sollicitudin&lacinia=vitae&nisi=consectetuer&venenatis=eget&tristique=rutrum&fusce=at&congue=lorem&diam=integer&id=tincidunt&ornare=ante&imperdiet=vel
3902383526,"Kihn, Huels and Towne",Kanlam,https:///sagittis/nam/congue/risus/semper/porta/volutpat.html?parturient=quis&montes=orci&nascetur=eget&ridiculus=orci&mus=vehicula&vivamus=condimentum&vestibulum=curabitur&sagittis=in&sapien=libero&cum=ut&sociis=massa&natoque=volutpat&penatibus=convallis&et=morbi&magnis=odio&dis=odio&parturient=elementum&montes=eu&nascetur=interdum&ridiculus=eu&mus=tincidunt&etiam=in&vel=leo&augue=maecenas&vestibulum=pulvinar&rutrum=lobortis&rutrum=est&neque=phasellus&aenean=sit&auctor=amet&gravida=erat&sem=nulla&praesent=tempus&id=vivamus&massa=in&id=felis&nisl=eu&venenatis=sapien&lacinia=cursus
5898320547,Herman-Jacobs,Toughjoyfax,http:///luctus.html?suspendisse=ac&potenti=neque&nullam=duis&porttitor=bibendum&lacus=morbi&at=non&turpis=quam&donec=nec&posuere=dui&metus=luctus&vitae=rutrum&ipsum=nulla&aliquam=tellus&non=in&mauris=sagittis&morbi=dui&non=vel&lectus=nisl&aliquam=duis&sit=ac&amet=nibh&diam=fusce&in=lacus&magna=purus&bibendum=aliquet&imperdiet=at&nullam=feugiat&orci=non&pede=pretium&venenatis=quis&non=lectus&sodales=suspendisse&sed=potenti&tincidunt=in&eu=eleifend&felis=quam&fusce=a&posuere=odio&felis=in&sed=hac&lacus=habitasse&morbi=platea&sem=dictumst&mauris=maecenas&laoreet=ut&ut=massa&rhoncus=quis&aliquet=augue&pulvinar=luctus&sed=tincidunt&nisl=nulla&nunc=mollis&rhoncus=molestie&dui=lorem&vel=quisque&sem=ut&sed=erat&sagittis=curabitur&nam=gravida&congue=nisi&risus=at
3685559788,"Hoppe, Muller and Harvey",Vagram,https:///cubilia/curae/duis/faucibus/accumsan.html?nullam=rhoncus&orci=aliquam&pede=lacus&venenatis=morbi&non=quis&sodales=tortor&sed=id&tincidunt=nulla&eu=ultrices&felis=aliquet&fusce=maecenas&posuere=leo&felis=odio&sed=condimentum&lacus=id&morbi=luctus&sem=nec&mauris=molestie&laoreet=sed&ut=justo&rhoncus=pellentesque&aliquet=viverra&pulvinar=pede&sed=ac&nisl=diam&nunc=cras&rhoncus=pellentesque&dui=volutpat&vel=dui&sem=maecenas&sed=tristique&sagittis=est&nam=et&congue=tempus&risus=semper
4928022491,"Kohler, Yundt and Sauer",Zaam-Dox,http:///donec/pharetra/magna/vestibulum/aliquet/ultrices.html?lobortis=tellus&convallis=in&tortor=sagittis&risus=dui&dapibus=vel&augue=nisl&vel=duis&accumsan=ac&tellus=nibh&nisi=fusce&eu=lacus&orci=purus
2983995240,Lehner Group,Bamity,https:///at.js?fusce=rhoncus&congue=mauris&diam=enim&id=leo&ornare=rhoncus&imperdiet=sed&sapien=vestibulum&urna=sit&pretium=amet&nisl=cursus&ut=id&volutpat=turpis&sapien=integer&arcu=aliquet&sed=massa&augue=id&aliquam=lobortis&erat=convallis&volutpat=tortor&in=risus&congue=dapibus&etiam=augue&justo=vel&etiam=accumsan&pretium=tellus&iaculis=nisi&justo=eu&in=orci&hac=mauris&habitasse=lacinia&platea=sapien&dictumst=quis&etiam=libero&faucibus=nullam&cursus=sit&urna=amet&ut=turpis&tellus=elementum&nulla=ligula&ut=vehicula&erat=consequat&id=morbi&mauris=a&vulputate=ipsum&elementum=integer&nullam=a&varius=nibh&nulla=in&facilisi=quis&cras=justo&non=maecenas&velit=rhoncus&nec=aliquam&nisi=lacus&vulputate=morbi&nonummy=quis&maecenas=tortor&tincidunt=id&lacus=nulla&at=ultrices&velit=aliquet&vivamus=maecenas&vel=leo&nulla=odio&eget=condimentum&eros=id&elementum=luctus&pellentesque=nec&quisque=molestie&porta=sed&volutpat=justo&erat=pellentesque
3602045951,Huels-Swaniawski,Job,https:///enim/lorem/ipsum.png?ut=sociis&odio=natoque&cras=penatibus&mi=et&pede=magnis&malesuada=dis&in=parturient&imperdiet=montes&et=nascetur&commodo=ridiculus&vulputate=mus&justo=etiam&in=vel&blandit=augue&ultrices=vestibulum&enim=rutrum&lorem=rutrum&ipsum=neque&dolor=aenean&sit=auctor&amet=gravida&consectetuer=sem
8364600184,"Daugherty, Feest and Crona",Bigtax,http:///eget/eros/elementum/pellentesque.json?vel=velit&sem=id&sed=pretium&sagittis=iaculis&nam=diam&congue=erat&risus=fermentum&semper=justo&porta=nec&volutpat=condimentum&quam=neque&pede=sapien&lobortis=placerat&ligula=ante&sit=nulla&amet=justo&eleifend=aliquam&pede=quis&libero=turpis&quis=eget&orci=elit&nullam=sodales&molestie=scelerisque&nibh=mauris&in=sit&lectus=amet&pellentesque=eros&at=suspendisse&nulla=accumsan&suspendisse=tortor&potenti=quis&cras=turpis&in=sed&purus=ante&eu=vivamus&magna=tortor&vulputate=duis&luctus=mattis&cum=egestas&sociis=metus&natoque=aenean&penatibus=fermentum&et=donec&magnis=ut&dis=mauris&parturient=eget&montes=massa&nascetur=tempor&ridiculus=convallis&mus=nulla&vivamus=neque&vestibulum=libero&sagittis=convallis&sapien=eget&cum=eleifend&sociis=luctus&natoque=ultricies&penatibus=eu&et=nibh&magnis=quisque&dis=id&parturient=justo&montes=sit&nascetur=amet&ridiculus=sapien&mus=dignissim&etiam=vestibulum&vel=vestibulum&augue=ante&vestibulum=ipsum&rutrum=primis&rutrum=in&neque=faucibus&aenean=orci&auctor=luctus
9507272763,Buckridge Inc,Stim,https:///mattis/egestas/metus/aenean/fermentum.jsp?eget=semper&tincidunt=porta&eget=volutpat&tempus=quam&vel=pede&pede=lobortis&morbi=ligula&porttitor=sit&lorem=amet&id=eleifend&ligula=pede&suspendisse=libero&ornare=quis&consequat=orci&lectus=nullam&in=molestie&est=nibh&risus=in&auctor=lectus&sed=pellentesque&tristique=at&in=nulla&tempus=suspendisse&sit=potenti&amet=cras&sem=in&fusce=purus&consequat=eu&nulla=magna&nisl=vulputate&nunc=luctus&nisl=cum&duis=sociis&bibendum=natoque&felis=penatibus&sed=et&interdum=magnis&venenatis=dis&turpis=parturient&enim=montes&blandit=nascetur&mi=ridiculus&in=mus&porttitor=vivamus&pede=vestibulum&justo=sagittis&eu=sapien&massa=cum&donec=sociis&dapibus=natoque&duis=penatibus&at=et&velit=magnis&eu=dis&est=parturient&congue=montes&elementum=nascetur&in=ridiculus&hac=mus&habitasse=etiam&platea=vel&dictumst=augue&morbi=vestibulum&vestibulum=rutrum&velit=rutrum&id=neque&pretium=aenean&iaculis=auctor&diam=gravida&erat=sem&fermentum=praesent&justo=id&nec=massa&condimentum=id&neque=nisl&sapien=venenatis&placerat=lacinia&ante=aenean&nulla=sit&justo=amet&aliquam=justo&quis=morbi&turpis=ut&eget=odio&elit=cras&sodales=mi&scelerisque=pede
